https://huggingface.co/WebOrganizer/FormatClassifier/raw/main/LICENSE.txt	404	15	2026-08-08T09:49:47.094516+00:00
https://huggingface.co/WebOrganizer/FormatClassifier/raw/main/LICENSE.md	404	15	2026-08-08T09:49:47.314371+00:00
https://huggingface.co/WebOrganizer/FormatClassifier/raw/main/NOTICE	404	15	2026-08-08T09:49:47.531025+00:00
https://huggingface.co/api/models/BAAI/bge-small-en-v1.5/tree/main?recursive=true	200	2242	2026-08-08T09:49:47.747814+00:00
https://huggingface.co/BAAI/bge-small-en-v1.5/raw/main/config.json	200	743	2026-08-08T09:49:47.968298+00:00
https://huggingface.co/BAAI/bge-small-en-v1.5/raw/main/README.md	200	94783	2026-08-08T09:49:48.232201+00:00
https://huggingface.co/BAAI/bge-small-en-v1.5/raw/main/LICENSE	404	15	2026-08-08T09:49:48.454119+00:00
https://huggingface.co/BAAI/bge-small-en-v1.5/raw/main/LICENSE.txt	404	15	2026-08-08T09:49:48.666649+00:00
https://huggingface.co/BAAI/bge-small-en-v1.5/raw/main/LICENSE.md	404	15	2026-08-08T09:49:48.882956+00:00
https://huggingface.co/BAAI/bge-small-en-v1.5/raw/main/NOTICE	404	15	2026-08-08T09:49:49.098191+00:00
